Year,Month,Lat,Lon,Individual count,Sex,Life stage,Identification verification status,Dataset name,Country,State/Province
2000,1,50.32233047,-4.766105175,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,1,54.102288,-4.779482,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2006,1,56.2507,-5.7648,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2004,1,52.8066,-4.5811,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Wales
2006,1,49.8453,-5.5582,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,1,54.086281,-4.761157,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2006,1,49.95842887,-5.215481999,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2012,1,50.604162,-3.414646,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,1,50.5387,-4.9395,15,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2009,1,54.086,-4.767,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2006,1,54.1835,-4.8669,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2012,1,50.414,-3.553,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,1,58.658681,-3.190107,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2006,1,50.038317,-5.646093,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,1,54.1861,-4.857,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2006,1,54.0477,-4.8003,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2012,1,50.392567,-3.423443,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,1,49.9507,-5.2021,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2013,1,56.3384274,-6.218347549,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2006,1,50.3154,-5.772,7,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2013,1,56.3384274,-6.218347549,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2006,1,53.3848,-2.9898,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,1,50.6887,-5.0395,15,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,1,50.2119,-4.6017,12,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,1,50.107,-5.4547,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,1,50.3099,-4.0916,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,1,57.0247,-6.4613,7,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2006,1,55.700405,-4.908081,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1999,1,54.06548,-4.63744,7,,,Unconfirmed,Isle of Man historical wildlife records 1995 to 1999,United Kingdom,Isle of Man
2006,1,49.768256,-5.085449,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2007,1,57.340578,-6.513986,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2006,1,58.708681,-3.190107,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2004,1,57.053726,-6.536822,4,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2007,3,54.1426,-4.4444,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1999,3,50.10181046,-5.091834545,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1998,3,50.2903,-4.5143,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2002,3,50.15,-4.233333333,5,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2009,3,54.14,-4.461,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2011,3,56.40512,-7.12537,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2016,3,50.39822,-3.47386,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2016,3,52.13924,-4.6243,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Wales
1998,3,50.2889,-4.512,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2005,3,50.0315,-5.6761,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,3,50.0156,-5.6482,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1998,3,50.33067322,-4.517854214,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2007,3,54.14010833,-4.462083333,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2005,3,49.9787,-5.1247,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2011,3,50.1068,-5.54363,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2005,3,49.9887,-5.178,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,3,50.2248,-5.7888,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1991,3,49.95,-5.2,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1999,3,50.06721497,-5.746541977,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1999,3,50.06905365,-5.717335224,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2011,3,50.036,-5.317,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1998,3,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2010,3,50.094,-5.533,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1999,3,50.12033081,-5.072049141,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2004,3,51.68333333,-8.416666667,5,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1998,3,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2011,3,50.090393,-5.534785766,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1999,3,50.21234131,-3.641181707,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2012,3,50.21614489,-5.482381561,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,3,50.080663,-5.698428,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2000,3,50.02061081,-5.100580215,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1999,3,50.00649261,-5.156909943,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1998,3,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1998,3,50.130673,-4.417854,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2005,3,49.7887,-5.078,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,3,50.224308,-5.804172,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2011,3,56.536,-6.903,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1998,3,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1999,3,50.06721497,-5.746541977,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2011,3,50.04183456,-5.649973514,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2000,3,50.08006668,-5.537827492,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1991,3,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2005,3,53.16708333,-9.883666667,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2006,3,50.07430768,-5.704172388,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2012,3,54.0544,-4.831683333,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1999,3,50.06542206,-5.718448639,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,3,50.0394,-5.6362,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1999,3,50.2617666,-4.3053166,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2009,3,50.07960404,-5.707377635,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2000,2,50.02252579,-5.096516132,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2015,2,52.58295,1.76271,,,,Accepted,NBIS Records to December 2016,United Kingdom,England
2000,2,49.925378,-5.427166,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2009,2,50.202144,-5.568352,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2009,2,57.637291,-3.967438,6,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2007,2,56.858829,-6.154444,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2009,2,50.1634713,-5.673248027,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1988,2,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2000,2,50.12537766,-5.527166367,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1875,2,50.63516,-1.16638,,,,Accepted,IOW Natural History & Archaeological Society Marine Records,United Kingdom,England
1988,2,50.357222,-5.576111,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2004,2,49.7177,-2.368611,70,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2000,2,50.12537766,-5.527166367,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2009,2,50.1634713,-5.673248027,7,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1988,2,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2013,2,56.66717015,-6.166763306,6,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2013,2,56.66717015,-6.166763306,6,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2013,2,55.87507008,-4.891619682,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2000,2,50.11808395,-5.470663548,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,2,49.9874,-5.1724,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2013,2,50.06504446,-5.066065551,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2004,2,56.2025,-5.801389,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2000,2,49.925378,-5.427166,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1988,2,50.208473,-5.475188,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2013,2,55.87507008,-4.891619682,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2016,2,50.40007,-3.48083,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1989,12,51.89472222,-5.299444444,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Wales
1991,12,,,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1987,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1987,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1987,12,55.475833,-5.714167,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1987,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1989,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1988,12,50.16666667,-3.649444444,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1988,12,50.33333333,-4.724722222,4,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1987,12,,,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1987,12,50.28388889,-4.175833333,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1992,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1987,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1991,12,54.13333333,-4.733333333,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1990,12,50.775984,-0.696774,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1991,12,,,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1987,12,50.20111111,-3.751666667,4,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1988,12,50.02,-5.099444444,4,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1987,12,57.733056,-5.8,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1991,12,54.2,-4.85,100,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1987,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1987,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1991,12,,,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1991,12,,,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1991,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1988,12,,,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1991,12,50.342667,-5.18559,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1987,12,55.850833,-4.9875,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2003,12,54.8257,-3.8205,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1991,12,54.26,-4.77,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1987,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1987,12,,,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1989,12,54.05916667,-4.704444444,7,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1992,12,56.372222,-6.454167,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1991,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1989,12,,,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1991,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1991,12,,,5,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1991,12,54.085878,-4.771242,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1991,12,,,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1991,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1991,12,54.11666667,-4.75,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1987,12,58.033056,-5.9,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1988,12,50.25,-3.961111111,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1990,12,50.6,-0.6,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1989,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1989,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1991,12,50.483333,-5.266667,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1991,12,54.2,-4.85,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1991,12,54.165349,-4.742875,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2013,12,55.917991,-4.461774,20,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1988,12,,,4,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1996,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1987,12,50.7975,-4.568611111,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1991,12,54.201412,-4.716997,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1991,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1987,12,50.31,-4.219166667,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1987,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1990,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1987,12,50.31611111,-4.133611111,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1987,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1991,12,54.09,-4.81,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1989,12,50.35611111,-4.150833333,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1987,12,50.21638889,-3.916111111,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1991,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1987,12,50.23527778,-3.865,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1991,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1991,12,54.08,-4.81,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2003,12,54.8728,-4.4078,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1987,12,,,4,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1989,12,54.20972222,-4.392222222,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1987,12,55.565278,-5.722778,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1991,12,54.3,-4.8,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1988,12,50.05111111,-5.575,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1991,12,54.233333,-4.833333,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1996,12,50.19992828,-5.441556931,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1987,12,50.28333333,-3.132777778,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1991,12,54.266667,-4.833333,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1991,12,54.283333,-4.816667,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1989,12,,,7,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1990,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1991,12,54.15,-4.883333333,5,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1988,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1988,12,49.95,-2.2,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1991,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2007,12,50.0517,-5.59919,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1988,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1988,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1988,12,,,4,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1991,12,,,16,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1987,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1987,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1987,12,54.699444,-4.349444,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1989,12,54.05694444,-4.605,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2013,12,54.832814,-4.813385,20,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2003,12,54.8728,-4.4278,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1991,12,,,100,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1991,12,,,2,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1991,12,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
1991,12,54.25,-5.5,16,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Northern Ireland
2010,11,50.034,-5.674,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2012,11,50.214,-5.433,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2012,11,50.041489,-5.638947,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2012,11,50.112306,-5.535822,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1993,11,54.31666667,-9.383333333,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2005,11,50.601915,-4.904646,30,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2014,11,52.95621,1.100006,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2012,11,51.56536651,-4.14564789,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Wales
2013,11,55.42260854,-5.599293709,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2010,11,50.034,-5.674,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2012,11,50.13713845,-5.709028072,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2013,11,54.235587,-4.764201,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
1989,11,53.08055556,-4.339444444,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Wales
2012,11,55.69359,-5.33494,1,,,Unconfirmed,National Trust for Scotland Species Records,United Kingdom,Scotland
2010,11,50.034,-5.674,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2012,11,49.923,-5.295,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1990,11,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2012,11,50.103912,-5.700445,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2012,11,50.1634713,-5.673248027,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,11,52.9577,1.0877,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1993,11,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2009,11,54.05,-4.807,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2015,11,50.15142,-5.05852,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2010,11,56.513,-6.787,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2013,11,55.42260854,-5.599293709,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2012,11,50.07901827,-5.697544429,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2011,11,56.762,-7.053,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
1989,11,,,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
2015,11,53.9096,-3.05935,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2007,11,54.229,-4.372,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2005,11,55.362354,-5.4582,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2006,11,50.2125,-3.7669,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
1990,11,53.8,-3.15,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2006,11,50.6456,-2.644,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2012,11,50.20827446,-5.474798058,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2012,11,50.156072,-5.685081,3,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2013,11,54.419379,-4.429713,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2012,11,50.1634713,-5.673248027,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2013,11,54.245563,-4.714722,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Isle of Man
2008,11,57.701981,-2.119447,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Scotland
2013,11,52.076108,-4.988643,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,Wales
2001,4,50.03982925,-5.674559116,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,United Kingdom,England
2004,4,51.53333333,-8.933333333,1,,,Unconfirmed,UK Basking Shark sightings from 1987 to 2016,,
